gene_name	hgnc_id	disease_label	mondo_disease_id	classification	chromosome	start	end	strand	gene_id	transcript_id	protein_id	uniprot_id	entrez_id	mondo_ancestor_id	ancestor_label
MYSM1	HGNC:29401	bone marrow failure syndrome 4	MONDO_0020856	Definitive	1	58643440.0	58700090.0	-	ENSG00000162601	ENST00000472487	ENSP00000418734	Q5VVJ2	114803	MONDO_0002081	musculoskeletal system disorder
MYSM1	HGNC:29401	bone marrow failure syndrome 4	MONDO_0020856	Definitive	1	58643440.0	58700090.0	-	ENSG00000162601	ENST00000472487	ENSP00000418734	Q5VVJ2	114803	MONDO_0005570	hematologic disorder
MYSM1	HGNC:29401	bone marrow failure syndrome 4	MONDO_0020856	Definitive	1	58643440.0	58700090.0	-	ENSG00000162601	ENST00000472487	ENSP00000418734	Q5VVJ2	114803	MONDO_0005046	immune system disorder
MYT1L	HGNC:7623	syndromic intellectual disability	MONDO_0000508	Definitive	2	1789113.0	2331664.0	-	ENSG00000186487	ENST00000647738	ENSP00000497479	Q9UL68	23040	MONDO_0002025	psychiatric disorder
MYT1L	HGNC:7623	syndromic intellectual disability	MONDO_0000508	Definitive	2	1789113.0	2331664.0	-	ENSG00000186487	ENST00000647738	ENSP00000497479	Q9UL68	23040	MONDO_0005071	nervous system disorder
NAA10	HGNC:18704	NAA10-related syndrome	MONDO_0100124	Definitive	X	153929225.0	153935080.0	-	ENSG00000102030	ENST00000464845	ENSP00000417763	P41227	8260	MONDO_0002025	psychiatric disorder
NAA10	HGNC:18704	NAA10-related syndrome	MONDO_0100124	Definitive	X	153929225.0	153935080.0	-	ENSG00000102030	ENST00000464845	ENSP00000417763	P41227	8260	MONDO_0005071	nervous system disorder
NAA15	HGNC:30782	syndromic intellectual disability	MONDO_0000508	Definitive	4	139301446.0	139420033.0	+	ENSG00000164134	ENST00000296543	ENSP00000296543	Q9BXJ9	80155	MONDO_0002025	psychiatric disorder
NAA15	HGNC:30782	syndromic intellectual disability	MONDO_0000508	Definitive	4	139301446.0	139420033.0	+	ENSG00000164134	ENST00000296543	ENSP00000296543	Q9BXJ9	80155	MONDO_0005071	nervous system disorder
NACC1	HGNC:20967	NACC1-related neurodevelopmental disorder with epilepsy, cataracts and episodic irritability	MONDO_0800475	Definitive	19	13116862.0	13141147.0	+	ENSG00000160877	ENST00000292431	ENSP00000292431	Q96RE7	112939	MONDO_0002025	psychiatric disorder
NACC1	HGNC:20967	NACC1-related neurodevelopmental disorder with epilepsy, cataracts and episodic irritability	MONDO_0800475	Definitive	19	13116862.0	13141147.0	+	ENSG00000160877	ENST00000292431	ENSP00000292431	Q96RE7	112939	MONDO_0005071	nervous system disorder
NADK2	HGNC:26404	progressive encephalopathy with leukodystrophy due to DECR deficiency	MONDO_0014464	Moderate	5	36192589.0	36242279.0	-	ENSG00000152620	ENST00000381937	ENSP00000371362	Q4G0N4	133686	MONDO_0005066	metabolic disease
NADK2	HGNC:26404	progressive encephalopathy with leukodystrophy due to DECR deficiency	MONDO_0014464	Moderate	5	36192589.0	36242279.0	-	ENSG00000152620	ENST00000381937	ENSP00000371362	Q4G0N4	133686	MONDO_0005071	nervous system disorder
NAGA	HGNC:7631	alpha-N-acetylgalactosaminidase deficiency	MONDO_0017779	Definitive	22	42058334.0	42070842.0	-	ENSG00000198951	ENST00000396398	ENSP00000379680	P17050	4668	MONDO_0021147	disorder of development or morphogenesis
NAGA	HGNC:7631	alpha-N-acetylgalactosaminidase deficiency	MONDO_0017779	Definitive	22	42058334.0	42070842.0	-	ENSG00000198951	ENST00000396398	ENSP00000379680	P17050	4668	MONDO_0005066	metabolic disease
NAGLU	HGNC:7632	mucopolysaccharidosis type 3B	MONDO_0009656	Definitive	17	42536241.0	42544449.0	+	ENSG00000108784	ENST00000225927	ENSP00000225927	P54802	4669	MONDO_0021147	disorder of development or morphogenesis
NAGLU	HGNC:7632	mucopolysaccharidosis type 3B	MONDO_0009656	Definitive	17	42536241.0	42544449.0	+	ENSG00000108784	ENST00000225927	ENSP00000225927	P54802	4669	MONDO_0005066	metabolic disease
NAGLU	HGNC:7632	mucopolysaccharidosis type 3B	MONDO_0009656	Definitive	17	42536241.0	42544449.0	+	ENSG00000108784	ENST00000225927	ENSP00000225927	P54802	4669	MONDO_0002081	musculoskeletal system disorder
NAGS	HGNC:17996	hyperammonemia due to N-acetylglutamate synthase deficiency	MONDO_0009377	Definitive	17	44004622.0	44009068.0	+	ENSG00000161653	ENST00000293404	ENSP00000293404	Q8N159	162417	MONDO_0005066	metabolic disease
NARS1	HGNC:7643	neurodevelopmental disorder with microcephaly, impaired language, epilepsy, and gait abnormalities	MONDO_0030837	Moderate	18	57600656.0	57622213.0	-	ENSG00000134440	ENST00000256854	ENSP00000256854	O43776	4677	MONDO_0005071	nervous system disorder
NARS1	HGNC:7643	neurodevelopmental disorder with microcephaly, impaired language, and gait abnormalities	MONDO_0100348	Moderate	18	57600656.0	57622213.0	-	ENSG00000134440	ENST00000256854	ENSP00000256854	O43776	4677	MONDO_0005071	nervous system disorder
NARS2	HGNC:26274	Leigh syndrome	MONDO_0009723	Limited	11	78435620.0	78575194.0	-	ENSG00000137513	ENST00000281038	ENSP00000281038	Q96I59	79731	MONDO_0021147	disorder of development or morphogenesis
NARS2	HGNC:26274	Leigh syndrome	MONDO_0009723	Limited	11	78435620.0	78575194.0	-	ENSG00000137513	ENST00000281038	ENSP00000281038	Q96I59	79731	MONDO_0005066	metabolic disease
NARS2	HGNC:26274	Leigh syndrome	MONDO_0009723	Limited	11	78435620.0	78575194.0	-	ENSG00000137513	ENST00000281038	ENSP00000281038	Q96I59	79731	MONDO_0005071	nervous system disorder
NARS2	HGNC:26274	Leigh syndrome	MONDO_0009723	Limited	11	78435620.0	78575194.0	-	ENSG00000137513	ENST00000281038	ENSP00000281038	Q96I59	79731	MONDO_0044970	mitochondrial disease
NARS2	HGNC:26274	nonsyndromic genetic hearing loss	MONDO_0019497	Limited	11	78435620.0	78575194.0	-	ENSG00000137513	ENST00000281038	ENSP00000281038	Q96I59	79731	MONDO_0002025	psychiatric disorder
NARS2	HGNC:26274	nonsyndromic genetic hearing loss	MONDO_0019497	Limited	11	78435620.0	78575194.0	-	ENSG00000137513	ENST00000281038	ENSP00000281038	Q96I59	79731	MONDO_0002409	auditory system disorder
NARS2	HGNC:26274	nonsyndromic genetic hearing loss	MONDO_0019497	Limited	11	78435620.0	78575194.0	-	ENSG00000137513	ENST00000281038	ENSP00000281038	Q96I59	79731	MONDO_0005071	nervous system disorder
NAXD	HGNC:25576	mitochondrial disease	MONDO_0044970	Definitive	13	110615545.0	110639996.0	+	ENSG00000213995	ENST00000680254			55739	MONDO_0044970	mitochondrial disease
NAXE	HGNC:18453	Leigh syndrome	MONDO_0009723	Limited	1	156591756.0	156609507.0	+	ENSG00000163382	ENST00000368235	ENSP00000357218	Q8NCW5	128240	MONDO_0021147	disorder of development or morphogenesis
NAXE	HGNC:18453	Leigh syndrome	MONDO_0009723	Limited	1	156591756.0	156609507.0	+	ENSG00000163382	ENST00000368235	ENSP00000357218	Q8NCW5	128240	MONDO_0005066	metabolic disease
NAXE	HGNC:18453	Leigh syndrome	MONDO_0009723	Limited	1	156591756.0	156609507.0	+	ENSG00000163382	ENST00000368235	ENSP00000357218	Q8NCW5	128240	MONDO_0005071	nervous system disorder
NAXE	HGNC:18453	Leigh syndrome	MONDO_0009723	Limited	1	156591756.0	156609507.0	+	ENSG00000163382	ENST00000368235	ENSP00000357218	Q8NCW5	128240	MONDO_0044970	mitochondrial disease
NBEA	HGNC:7648	complex neurodevelopmental disorder	MONDO_0100038	Definitive	13	34942270.0	35673022.0	+	ENSG00000172915	ENST00000379939			26960	MONDO_0005071	nervous system disorder
NBEAL2	HGNC:31928	gray platelet syndrome	MONDO_0007686	Definitive	3	46979666.0	47009704.0	+	ENSG00000160796	ENST00000450053	ENSP00000415034	Q6ZNJ1	23218	MONDO_0005570	hematologic disorder
NBN	HGNC:7652	Nijmegen breakage syndrome	MONDO_0009623	Definitive	8	89924515.0	90003228.0	-	ENSG00000104320	ENST00000265433	ENSP00000265433	O60934	4683	MONDO_0021147	disorder of development or morphogenesis
NBN	HGNC:7652	Nijmegen breakage syndrome	MONDO_0009623	Definitive	8	89924515.0	90003228.0	-	ENSG00000104320	ENST00000265433	ENSP00000265433	O60934	4683	MONDO_0005066	metabolic disease
NBN	HGNC:7652	hereditary breast carcinoma	MONDO_0016419	Refuted	8	89924515.0	90003228.0	-	ENSG00000104320	ENST00000265433	ENSP00000265433	O60934	4683	MONDO_0002657	breast disorder
NBN	HGNC:7652	hereditary breast carcinoma	MONDO_0016419	Refuted	8	89924515.0	90003228.0	-	ENSG00000104320	ENST00000265433	ENSP00000265433	O60934	4683	MONDO_0045024	cancer or benign tumor
NCKAP1	HGNC:7666	complex neurodevelopmental disorder	MONDO_0100038	Definitive	2	182909115.0	183038858.0	-	ENSG00000061676	ENST00000361354	ENSP00000355348	Q9Y2A7	10787	MONDO_0005071	nervous system disorder
NDP	HGNC:7678	Norrie disease	MONDO_0010691	Definitive	X	43948776.0	43973395.0	-	ENSG00000124479	ENST00000642620	ENSP00000495972	Q00604	4693	MONDO_0002022	disorder of orbital region
NDP	HGNC:7678	Norrie disease	MONDO_0010691	Definitive	X	43948776.0	43973395.0	-	ENSG00000124479	ENST00000642620	ENSP00000495972	Q00604	4693	MONDO_0024458	disorder of visual system
NDP	HGNC:7678	Norrie disease	MONDO_0010691	Definitive	X	43948776.0	43973395.0	-	ENSG00000124479	ENST00000642620	ENSP00000495972	Q00604	4693	MONDO_0005071	nervous system disorder
NDUFA1	HGNC:7683	Leigh syndrome	MONDO_0009723	Moderate	X	119871832.0	119876662.0	+	ENSG00000125356	ENST00000371437	ENSP00000360492	O15239	4694	MONDO_0021147	disorder of development or morphogenesis
NDUFA1	HGNC:7683	Leigh syndrome	MONDO_0009723	Moderate	X	119871832.0	119876662.0	+	ENSG00000125356	ENST00000371437	ENSP00000360492	O15239	4694	MONDO_0005066	metabolic disease
NDUFA1	HGNC:7683	Leigh syndrome	MONDO_0009723	Moderate	X	119871832.0	119876662.0	+	ENSG00000125356	ENST00000371437	ENSP00000360492	O15239	4694	MONDO_0005071	nervous system disorder
NDUFA1	HGNC:7683	Leigh syndrome	MONDO_0009723	Moderate	X	119871832.0	119876662.0	+	ENSG00000125356	ENST00000371437	ENSP00000360492	O15239	4694	MONDO_0044970	mitochondrial disease
NDUFA10	HGNC:7684	mitochondrial disease	MONDO_0044970	Moderate	2	239892450.0	240025743.0	-	ENSG00000130414	ENST00000252711	ENSP00000252711	O95299	4705	MONDO_0044970	mitochondrial disease
NDUFA10	HGNC:7684	Leigh syndrome	MONDO_0009723	Limited	2	239892450.0	240025743.0	-	ENSG00000130414	ENST00000252711	ENSP00000252711	O95299	4705	MONDO_0021147	disorder of development or morphogenesis
NDUFA10	HGNC:7684	Leigh syndrome	MONDO_0009723	Limited	2	239892450.0	240025743.0	-	ENSG00000130414	ENST00000252711	ENSP00000252711	O95299	4705	MONDO_0005066	metabolic disease
NDUFA10	HGNC:7684	Leigh syndrome	MONDO_0009723	Limited	2	239892450.0	240025743.0	-	ENSG00000130414	ENST00000252711	ENSP00000252711	O95299	4705	MONDO_0005071	nervous system disorder
NDUFA10	HGNC:7684	Leigh syndrome	MONDO_0009723	Limited	2	239892450.0	240025743.0	-	ENSG00000130414	ENST00000252711	ENSP00000252711	O95299	4705	MONDO_0044970	mitochondrial disease
NDUFA11	HGNC:20371	mitochondrial disease	MONDO_0044970	Limited	19	5891207.0	5904006.0	-	ENSG00000174886	ENST00000308961	ENSP00000311740	Q86Y39	126328	MONDO_0044970	mitochondrial disease
NDUFA12	HGNC:23987	Leigh syndrome	MONDO_0009723	Limited	12	94895297.0	95003748.0	-	ENSG00000184752	ENST00000327772	ENSP00000330737	Q9UI09	55967	MONDO_0021147	disorder of development or morphogenesis
NDUFA12	HGNC:23987	Leigh syndrome	MONDO_0009723	Limited	12	94895297.0	95003748.0	-	ENSG00000184752	ENST00000327772	ENSP00000330737	Q9UI09	55967	MONDO_0005066	metabolic disease
NDUFA12	HGNC:23987	Leigh syndrome	MONDO_0009723	Limited	12	94895297.0	95003748.0	-	ENSG00000184752	ENST00000327772	ENSP00000330737	Q9UI09	55967	MONDO_0005071	nervous system disorder
NDUFA12	HGNC:23987	Leigh syndrome	MONDO_0009723	Limited	12	94895297.0	95003748.0	-	ENSG00000184752	ENST00000327772	ENSP00000330737	Q9UI09	55967	MONDO_0044970	mitochondrial disease
NDUFA13	HGNC:17194	Leigh syndrome	MONDO_0009723	Moderate	19	19515736.0	19529054.0	+	ENSG00000186010	ENST00000507754	ENSP00000423673	Q9P0J0	51079	MONDO_0021147	disorder of development or morphogenesis
NDUFA13	HGNC:17194	Leigh syndrome	MONDO_0009723	Moderate	19	19515736.0	19529054.0	+	ENSG00000186010	ENST00000507754	ENSP00000423673	Q9P0J0	51079	MONDO_0005066	metabolic disease
NDUFA13	HGNC:17194	Leigh syndrome	MONDO_0009723	Moderate	19	19515736.0	19529054.0	+	ENSG00000186010	ENST00000507754	ENSP00000423673	Q9P0J0	51079	MONDO_0005071	nervous system disorder
NDUFA13	HGNC:17194	Leigh syndrome	MONDO_0009723	Moderate	19	19515736.0	19529054.0	+	ENSG00000186010	ENST00000507754	ENSP00000423673	Q9P0J0	51079	MONDO_0044970	mitochondrial disease
NDUFA2	HGNC:7685	Leigh syndrome	MONDO_0009723	Moderate	5	140638740.0	140647771.0	-	ENSG00000131495	ENST00000252102	ENSP00000252102	O43678	4695	MONDO_0021147	disorder of development or morphogenesis
NDUFA2	HGNC:7685	Leigh syndrome	MONDO_0009723	Moderate	5	140638740.0	140647771.0	-	ENSG00000131495	ENST00000252102	ENSP00000252102	O43678	4695	MONDO_0005066	metabolic disease
NDUFA2	HGNC:7685	Leigh syndrome	MONDO_0009723	Moderate	5	140638740.0	140647771.0	-	ENSG00000131495	ENST00000252102	ENSP00000252102	O43678	4695	MONDO_0005071	nervous system disorder
NDUFA2	HGNC:7685	Leigh syndrome	MONDO_0009723	Moderate	5	140638740.0	140647771.0	-	ENSG00000131495	ENST00000252102	ENSP00000252102	O43678	4695	MONDO_0044970	mitochondrial disease
NDUFA2	HGNC:7685	mitochondrial disease	MONDO_0044970	Definitive	5	140638740.0	140647771.0	-	ENSG00000131495	ENST00000252102	ENSP00000252102	O43678	4695	MONDO_0044970	mitochondrial disease
NDUFA4	HGNC:7687	Leigh syndrome	MONDO_0009723	Limited	7	10931943.0	10940153.0	-	ENSG00000189043	ENST00000339600	ENSP00000339720	O00483	4697	MONDO_0021147	disorder of development or morphogenesis
NDUFA4	HGNC:7687	Leigh syndrome	MONDO_0009723	Limited	7	10931943.0	10940153.0	-	ENSG00000189043	ENST00000339600	ENSP00000339720	O00483	4697	MONDO_0005066	metabolic disease
NDUFA4	HGNC:7687	Leigh syndrome	MONDO_0009723	Limited	7	10931943.0	10940153.0	-	ENSG00000189043	ENST00000339600	ENSP00000339720	O00483	4697	MONDO_0005071	nervous system disorder
NDUFA4	HGNC:7687	Leigh syndrome	MONDO_0009723	Limited	7	10931943.0	10940153.0	-	ENSG00000189043	ENST00000339600	ENSP00000339720	O00483	4697	MONDO_0044970	mitochondrial disease
NDUFA8	HGNC:7692	mitochondrial disease	MONDO_0044970	Moderate	9	122144058.0	122159779.0	-	ENSG00000119421	ENST00000373768	ENSP00000362873	P51970	4702	MONDO_0044970	mitochondrial disease
NDUFA9	HGNC:7693	Leigh syndrome	MONDO_0009723	Moderate	12	4649095.0	4694317.0	+	ENSG00000139180	ENST00000266544	ENSP00000266544	Q16795	4704	MONDO_0021147	disorder of development or morphogenesis
NDUFA9	HGNC:7693	Leigh syndrome	MONDO_0009723	Moderate	12	4649095.0	4694317.0	+	ENSG00000139180	ENST00000266544	ENSP00000266544	Q16795	4704	MONDO_0005066	metabolic disease
NDUFA9	HGNC:7693	Leigh syndrome	MONDO_0009723	Moderate	12	4649095.0	4694317.0	+	ENSG00000139180	ENST00000266544	ENSP00000266544	Q16795	4704	MONDO_0005071	nervous system disorder
NDUFA9	HGNC:7693	Leigh syndrome	MONDO_0009723	Moderate	12	4649095.0	4694317.0	+	ENSG00000139180	ENST00000266544	ENSP00000266544	Q16795	4704	MONDO_0044970	mitochondrial disease
NDUFAF1	HGNC:18828	mitochondrial disease	MONDO_0044970	Moderate	15	41387218.0	41409403.0	-	ENSG00000137806	ENST00000260361	ENSP00000260361	Q9Y375	51103	MONDO_0044970	mitochondrial disease
NDUFAF2	HGNC:28086	Leigh syndrome	MONDO_0009723	Definitive	5	60945177.0	61154531.0	+	ENSG00000164182	ENST00000296597	ENSP00000296597	Q8N183	91942	MONDO_0021147	disorder of development or morphogenesis
NDUFAF2	HGNC:28086	Leigh syndrome	MONDO_0009723	Definitive	5	60945177.0	61154531.0	+	ENSG00000164182	ENST00000296597	ENSP00000296597	Q8N183	91942	MONDO_0005066	metabolic disease
NDUFAF2	HGNC:28086	Leigh syndrome	MONDO_0009723	Definitive	5	60945177.0	61154531.0	+	ENSG00000164182	ENST00000296597	ENSP00000296597	Q8N183	91942	MONDO_0005071	nervous system disorder
NDUFAF2	HGNC:28086	Leigh syndrome	MONDO_0009723	Definitive	5	60945177.0	61154531.0	+	ENSG00000164182	ENST00000296597	ENSP00000296597	Q8N183	91942	MONDO_0044970	mitochondrial disease
NDUFAF2	HGNC:28086	mitochondrial disease	MONDO_0044970	Definitive	5	60945177.0	61154531.0	+	ENSG00000164182	ENST00000296597	ENSP00000296597	Q8N183	91942	MONDO_0044970	mitochondrial disease
NDUFAF3	HGNC:29918	mitochondrial disease	MONDO_0044970	Definitive	3	49020459.0	49023495.0	+	ENSG00000178057	ENST00000326925	ENSP00000323076	Q9BU61	25915	MONDO_0044970	mitochondrial disease
NDUFAF4	HGNC:21034	Leigh syndrome	MONDO_0009723	Limited	6	96889315.0	96897891.0	-	ENSG00000123545	ENST00000316149	ENSP00000358272	Q9P032	29078	MONDO_0021147	disorder of development or morphogenesis
NDUFAF4	HGNC:21034	Leigh syndrome	MONDO_0009723	Limited	6	96889315.0	96897891.0	-	ENSG00000123545	ENST00000316149	ENSP00000358272	Q9P032	29078	MONDO_0005066	metabolic disease
NDUFAF4	HGNC:21034	Leigh syndrome	MONDO_0009723	Limited	6	96889315.0	96897891.0	-	ENSG00000123545	ENST00000316149	ENSP00000358272	Q9P032	29078	MONDO_0005071	nervous system disorder
NDUFAF4	HGNC:21034	Leigh syndrome	MONDO_0009723	Limited	6	96889315.0	96897891.0	-	ENSG00000123545	ENST00000316149	ENSP00000358272	Q9P032	29078	MONDO_0044970	mitochondrial disease
NDUFAF4	HGNC:21034	mitochondrial disease	MONDO_0044970	Definitive	6	96889315.0	96897891.0	-	ENSG00000123545	ENST00000316149	ENSP00000358272	Q9P032	29078	MONDO_0044970	mitochondrial disease
NDUFAF5	HGNC:15899	Leigh syndrome	MONDO_0009723	Definitive	20	13785007.0	13821580.0	+	ENSG00000101247	ENST00000378106	ENSP00000367346	Q5TEU4	79133	MONDO_0021147	disorder of development or morphogenesis
NDUFAF5	HGNC:15899	Leigh syndrome	MONDO_0009723	Definitive	20	13785007.0	13821580.0	+	ENSG00000101247	ENST00000378106	ENSP00000367346	Q5TEU4	79133	MONDO_0005066	metabolic disease
NDUFAF5	HGNC:15899	Leigh syndrome	MONDO_0009723	Definitive	20	13785007.0	13821580.0	+	ENSG00000101247	ENST00000378106	ENSP00000367346	Q5TEU4	79133	MONDO_0005071	nervous system disorder
NDUFAF5	HGNC:15899	Leigh syndrome	MONDO_0009723	Definitive	20	13785007.0	13821580.0	+	ENSG00000101247	ENST00000378106	ENSP00000367346	Q5TEU4	79133	MONDO_0044970	mitochondrial disease
NDUFAF5	HGNC:15899	mitochondrial disease	MONDO_0044970	Definitive	20	13785007.0	13821580.0	+	ENSG00000101247	ENST00000378106	ENSP00000367346	Q5TEU4	79133	MONDO_0044970	mitochondrial disease
NDUFAF6	HGNC:28625	Leigh syndrome	MONDO_0009723	Definitive	8	94895533.0	95116455.0	+	ENSG00000156170	ENST00000396124	ENSP00000379430	Q330K2	137682	MONDO_0021147	disorder of development or morphogenesis
NDUFAF6	HGNC:28625	Leigh syndrome	MONDO_0009723	Definitive	8	94895533.0	95116455.0	+	ENSG00000156170	ENST00000396124	ENSP00000379430	Q330K2	137682	MONDO_0005066	metabolic disease
NDUFAF6	HGNC:28625	Leigh syndrome	MONDO_0009723	Definitive	8	94895533.0	95116455.0	+	ENSG00000156170	ENST00000396124	ENSP00000379430	Q330K2	137682	MONDO_0005071	nervous system disorder
NDUFAF6	HGNC:28625	Leigh syndrome	MONDO_0009723	Definitive	8	94895533.0	95116455.0	+	ENSG00000156170	ENST00000396124	ENSP00000379430	Q330K2	137682	MONDO_0044970	mitochondrial disease
NDUFAF8	HGNC:33551	Leigh syndrome	MONDO_0009723	Moderate	17	81239305.0	81241310.0	+	ENSG00000224877	ENST00000431388	ENSP00000400184	A1L188	284184	MONDO_0021147	disorder of development or morphogenesis
NDUFAF8	HGNC:33551	Leigh syndrome	MONDO_0009723	Moderate	17	81239305.0	81241310.0	+	ENSG00000224877	ENST00000431388	ENSP00000400184	A1L188	284184	MONDO_0005066	metabolic disease
NDUFAF8	HGNC:33551	Leigh syndrome	MONDO_0009723	Moderate	17	81239305.0	81241310.0	+	ENSG00000224877	ENST00000431388	ENSP00000400184	A1L188	284184	MONDO_0005071	nervous system disorder
NDUFAF8	HGNC:33551	Leigh syndrome	MONDO_0009723	Moderate	17	81239305.0	81241310.0	+	ENSG00000224877	ENST00000431388	ENSP00000400184	A1L188	284184	MONDO_0044970	mitochondrial disease
NDUFB10	HGNC:7696	mitochondrial disease	MONDO_0044970	Moderate	16	1959538.0	1961975.0	+	ENSG00000140990	ENST00000268668	ENSP00000268668	O96000	4716	MONDO_0044970	mitochondrial disease
NDUFB11	HGNC:20372	mitochondrial disease	MONDO_0044970	Definitive	X	47142071.0	47145466.0	-	ENSG00000147123	ENST00000377811	ENSP00000367042	Q9NX14	54539	MONDO_0044970	mitochondrial disease
NDUFB3	HGNC:7698	mitochondrial disease	MONDO_0044970	Definitive	2	201071433.0	201085750.0	+	ENSG00000119013	ENST00000237889	ENSP00000237889	O43676	4709	MONDO_0044970	mitochondrial disease
NDUFB8	HGNC:7703	Leigh syndrome	MONDO_0009723	Moderate	10	100523668.0	100530000.0	-	ENSG00000166136	ENST00000299166	ENSP00000299166	O95169	4714	MONDO_0021147	disorder of development or morphogenesis
NDUFB8	HGNC:7703	Leigh syndrome	MONDO_0009723	Moderate	10	100523668.0	100530000.0	-	ENSG00000166136	ENST00000299166	ENSP00000299166	O95169	4714	MONDO_0005066	metabolic disease
NDUFB8	HGNC:7703	Leigh syndrome	MONDO_0009723	Moderate	10	100523668.0	100530000.0	-	ENSG00000166136	ENST00000299166	ENSP00000299166	O95169	4714	MONDO_0005071	nervous system disorder
NDUFB8	HGNC:7703	Leigh syndrome	MONDO_0009723	Moderate	10	100523668.0	100530000.0	-	ENSG00000166136	ENST00000299166	ENSP00000299166	O95169	4714	MONDO_0044970	mitochondrial disease
